hotel,arrival_date_year,arrival_date_month,arrival_date_day_of_month,adults,children,babies,customer_type,is_canceled,lead_time
Resort Hotel,2016,June,4,2,0,0,Transient,True,113
Resort Hotel,2016,June,4,2,2,0,Transient,True,130
Resort Hotel,2016,June,4,2,0,0,Transient,True,144
Resort Hotel,2016,June,4,3,1,0,Transient,True,128
Resort Hotel,2016,June,4,2,0,0,Transient,True,78
Resort Hotel,2016,June,4,2,0,0,Transient,True,151
Resort Hotel,2016,June,4,2,0,0,Transient,True,161
Resort Hotel,2016,June,4,2,0,0,Transient,False,252
Resort Hotel,2016,June,4,2,0,0,Contract,True,290
Resort Hotel,2016,June,4,2,0,0,Transient,False,250
Resort Hotel,2016,June,5,2,0,0,Transient,True,107
Resort Hotel,2016,June,5,2,0,0,Transient,True,107
Resort Hotel,2016,June,5,2,0,0,Transient,True,123
Resort Hotel,2016,June,5,2,0,0,Transient,True,282
Resort Hotel,2016,June,5,2,2,0,Transient,True,114
Resort Hotel,2016,June,5,2,0,0,Transient,True,176
Resort Hotel,2016,June,5,2,1,0,Transient,True,256
Resort Hotel,2016,June,5,2,2,0,Transient,True,257
Resort Hotel,2016,June,6,2,0,0,Transient,True,76
Resort Hotel,2016,June,6,2,0,0,Transient,False,282
Resort Hotel,2016,June,6,2,0,0,Transient,True,195
Resort Hotel,2016,June,6,2,0,0,Transient,False,251
Resort Hotel,2016,June,6,1,0,1,Transient,True,94
Resort Hotel,2016,June,6,2,0,0,Transient,True,94
Resort Hotel,2016,June,6,3,1,0,Transient,True,151
Resort Hotel,2016,June,6,1,2,0,Contract,False,322
Resort Hotel,2016,June,6,2,0,0,Contract,False,322
Resort Hotel,2016,June,7,2,0,0,Transient,True,125
Resort Hotel,2016,June,7,2,0,0,Transient,True,136
Resort Hotel,2016,June,7,2,1,0,Transient-Party,True,144
Resort Hotel,2016,June,7,2,0,0,Transient,True,95
Resort Hotel,2016,June,7,2,1,0,Transient-Party,True,144
Resort Hotel,2016,June,7,2,0,0,Transient,True,125
Resort Hotel,2016,June,7,2,0,0,Contract,False,323
Resort Hotel,2016,June,7,2,0,0,Transient,True,58
Resort Hotel,2016,June,7,2,0,0,Transient,False,229
Resort Hotel,2016,June,7,2,0,0,Transient,True,151
Resort Hotel,2016,June,7,2,0,0,Transient,False,215
Resort Hotel,2016,June,8,2,0,0,Transient,True,160
Resort Hotel,2016,June,8,2,0,0,Transient,False,291
Resort Hotel,2016,June,8,2,0,0,Transient,True,97
Resort Hotel,2016,June,8,2,0,0,Transient,True,142
Resort Hotel,2016,June,8,2,0,0,Transient,True,131
Resort Hotel,2016,June,8,2,0,0,Transient,True,152
Resort Hotel,2016,June,8,2,0,0,Transient,False,253
Resort Hotel,2016,June,9,2,0,0,Transient,True,59
Resort Hotel,2016,June,9,1,0,0,Transient,True,269
Resort Hotel,2016,June,9,1,0,0,Transient,True,229
Resort Hotel,2016,June,9,2,0,0,Transient,True,286
Resort Hotel,2016,June,9,2,0,0,Transient,True,143
Resort Hotel,2016,June,9,2,0,0,Transient,False,141
Resort Hotel,2016,June,10,2,0,0,Transient,True,57
Resort Hotel,2016,June,10,1,0,0,Transient,True,240
Resort Hotel,2016,June,10,3,0,0,Transient-Party,True,93
Resort Hotel,2016,June,10,2,0,0,Transient,True,162
Resort Hotel,2016,June,10,2,0,0,Transient,True,151
Resort Hotel,2016,June,10,2,0,0,Transient,False,269
Resort Hotel,2016,June,10,2,0,0,Transient,True,142
Resort Hotel,2016,June,10,2,2,0,Transient,True,129
Resort Hotel,2016,June,10,2,0,0,Transient,False,266
Resort Hotel,2016,June,10,2,0,0,Transient,True,116
Resort Hotel,2016,June,10,2,0,0,Transient,True,155
Resort Hotel,2016,June,10,2,0,0,Transient,False,255
Resort Hotel,2016,June,11,2,0,0,Transient,True,271
Resort Hotel,2016,June,11,2,0,0,Transient,True,271
Resort Hotel,2016,June,11,2,0,0,Transient,True,271
Resort Hotel,2016,June,11,2,0,0,Transient,True,115
Resort Hotel,2016,June,11,2,0,0,Transient,False,220
Resort Hotel,2016,June,11,2,0,0,Transient,True,191
Resort Hotel,2016,June,11,2,0,0,Transient-Party,False,241
Resort Hotel,2016,June,11,2,0,0,Transient,False,220
Resort Hotel,2016,June,11,2,0,0,Transient,True,57
Resort Hotel,2016,June,11,2,0,0,Transient,True,120
Resort Hotel,2016,June,11,2,0,0,Transient,True,227
Resort Hotel,2016,June,11,2,0,0,Transient-Party,False,241
Resort Hotel,2016,June,11,2,0,0,Transient,True,227
Resort Hotel,2016,June,11,2,0,0,Contract,True,184
Resort Hotel,2016,June,12,2,0,0,Transient,True,277
Resort Hotel,2016,June,12,2,0,0,Transient,True,277
Resort Hotel,2016,June,12,2,0,0,Transient,True,277
Resort Hotel,2016,June,12,2,0,0,Transient,True,277
Resort Hotel,2016,June,12,2,0,0,Transient,True,277
Resort Hotel,2016,June,12,2,0,0,Transient,True,277
Resort Hotel,2016,June,12,2,0,0,Transient,True,277
Resort Hotel,2016,June,12,2,0,0,Transient,True,277
Resort Hotel,2016,June,12,2,0,0,Transient,True,277
Resort Hotel,2016,June,12,2,0,0,Transient,True,277
Resort Hotel,2016,June,12,2,0,0,Transient,True,277
Resort Hotel,2016,June,12,2,0,0,Transient,True,277
Resort Hotel,2016,June,12,2,0,0,Transient,True,277
Resort Hotel,2016,June,12,2,0,0,Transient,True,277
Resort Hotel,2016,June,12,2,0,0,Transient,True,277
Resort Hotel,2016,June,12,2,0,0,Transient,True,277
Resort Hotel,2016,June,12,2,0,0,Transient,True,55
Resort Hotel,2016,June,12,3,0,0,Transient,True,55
Resort Hotel,2016,June,12,2,0,0,Transient,True,277
Resort Hotel,2016,June,12,2,0,0,Transient,True,277
Resort Hotel,2016,June,12,2,0,0,Transient,True,277
Resort Hotel,2016,June,12,2,0,0,Transient,True,277
Resort Hotel,2016,June,12,2,0,0,Transient,True,277
Resort Hotel,2016,June,12,2,0,0,Transient,True,277
Resort Hotel,2016,June,12,2,0,0,Transient,True,277
Resort Hotel,2016,June,12,2,0,0,Transient,True,277
Resort Hotel,2016,June,12,2,0,0,Transient,True,277
Resort Hotel,2016,June,12,2,0,0,Transient,True,277
Resort Hotel,2016,June,12,2,0,0,Transient,True,277
Resort Hotel,2016,June,12,2,0,0,Transient,True,277
Resort Hotel,2016,June,12,2,0,0,Transient,True,199
Resort Hotel,2016,June,12,2,0,1,Transient,True,149
Resort Hotel,2016,June,12,3,1,0,Transient,True,141
Resort Hotel,2016,June,12,3,1,0,Transient,True,70
Resort Hotel,2016,June,12,2,0,0,Contract,False,328
Resort Hotel,2016,June,12,2,0,0,Transient,True,221
Resort Hotel,2016,June,13,1,0,0,Transient,False,221
Resort Hotel,2016,June,13,2,0,0,Transient,True,65
Resort Hotel,2016,June,13,2,0,0,Transient,True,150
Resort Hotel,2016,June,13,2,0,0,Transient,False,259
Resort Hotel,2016,June,13,2,0,0,Transient,True,72
Resort Hotel,2016,June,13,2,0,0,Transient,True,146
Resort Hotel,2016,June,13,2,0,0,Transient,True,206
Resort Hotel,2016,June,13,2,0,0,Transient,True,206
Resort Hotel,2016,June,13,3,1,0,Transient,True,65
Resort Hotel,2016,June,13,2,0,0,Transient,True,50
Resort Hotel,2016,June,13,2,0,0,Transient,True,50
Resort Hotel,2016,June,13,2,0,0,Transient,True,114
Resort Hotel,2016,June,13,2,0,0,Transient,True,205
Resort Hotel,2016,June,13,2,0,0,Transient,False,217
Resort Hotel,2016,June,13,1,0,0,Transient,False,223
Resort Hotel,2016,June,13,1,0,0,Transient,False,223
Resort Hotel,2016,June,13,2,0,0,Transient,True,112
Resort Hotel,2016,June,13,2,0,0,Transient,False,217
Resort Hotel,2016,June,13,2,0,0,Transient,True,223
Resort Hotel,2016,June,13,2,0,0,Transient,False,145
Resort Hotel,2016,June,13,2,0,0,Transient,True,223
Resort Hotel,2016,June,13,2,0,0,Transient,True,166
Resort Hotel,2016,June,14,2,0,0,Transient,True,104
Resort Hotel,2016,June,14,2,0,0,Transient,True,248
Resort Hotel,2016,June,14,2,2,0,Transient,True,147
Resort Hotel,2016,June,14,1,0,0,Transient,True,97
Resort Hotel,2016,June,14,2,1,0,Transient,True,62
Resort Hotel,2016,June,14,2,0,0,Transient,True,110
Resort Hotel,2016,June,14,2,0,0,Transient,True,95
Resort Hotel,2016,June,14,2,0,0,Transient,True,98
Resort Hotel,2016,June,14,2,0,0,Contract,True,330
Resort Hotel,2016,June,14,2,0,0,Transient,False,225
Resort Hotel,2016,June,15,2,0,0,Transient,False,231
Resort Hotel,2016,June,15,2,0,0,Transient,False,231
Resort Hotel,2016,June,15,2,0,0,Transient,False,268
Resort Hotel,2016,June,15,2,0,0,Transient,True,274
Resort Hotel,2016,June,15,2,0,0,Transient,False,250
Resort Hotel,2016,June,15,2,0,0,Transient,False,268
Resort Hotel,2016,June,15,2,0,0,Transient,True,249
Resort Hotel,2016,June,15,2,0,0,Transient,False,246
Resort Hotel,2016,June,16,2,2,0,Transient,True,83
Resort Hotel,2016,June,16,2,2,0,Transient,True,85
Resort Hotel,2016,June,16,2,0,0,Transient,True,250
Resort Hotel,2016,June,16,2,0,0,Transient,False,234
Resort Hotel,2016,June,16,2,0,0,Transient,True,275
Resort Hotel,2016,June,16,2,0,0,Transient,True,73
Resort Hotel,2016,June,16,2,0,0,Transient,False,247
Resort Hotel,2016,June,17,2,2,0,Transient,True,72
Resort Hotel,2016,June,17,2,2,0,Transient,True,92
Resort Hotel,2016,June,17,2,0,0,Transient,True,61
Resort Hotel,2016,June,17,2,0,0,Transient,False,221
Resort Hotel,2016,June,17,2,0,0,Transient,True,60
Resort Hotel,2016,June,17,2,0,0,Transient,True,155
Resort Hotel,2016,June,17,3,1,0,Transient,True,73
Resort Hotel,2016,June,17,2,2,0,Transient,False,228
Resort Hotel,2016,June,17,2,0,0,Transient,True,174
Resort Hotel,2016,June,17,2,0,0,Transient-Party,False,273
Resort Hotel,2016,June,17,2,0,0,Transient,False,300
Resort Hotel,2016,June,17,2,0,0,Transient-Party,False,273
Resort Hotel,2016,June,17,2,0,0,Transient,True,256
Resort Hotel,2016,June,17,2,0,0,Transient,False,246
Resort Hotel,2016,June,17,2,0,0,Transient,False,248
Resort Hotel,2016,June,17,2,2,0,Transient,True,304
Resort Hotel,2016,June,18,2,0,0,Transient,True,67
Resort Hotel,2016,June,18,2,0,0,Transient,True,81
Resort Hotel,2016,June,18,3,1,0,Transient,True,62
Resort Hotel,2016,June,18,2,0,0,Transient,True,117
Resort Hotel,2016,June,18,2,0,0,Transient,True,250
Resort Hotel,2016,June,18,2,0,0,Transient,True,301
Resort Hotel,2016,June,18,2,0,0,Contract,False,250
Resort Hotel,2016,June,18,2,0,0,Transient,True,228
Resort Hotel,2016,June,18,2,0,0,Transient,True,250
Resort Hotel,2016,June,18,2,0,0,Contract,False,256
Resort Hotel,2016,June,18,2,0,0,Transient,True,231
Resort Hotel,2016,June,18,2,2,0,Transient,True,164
Resort Hotel,2016,June,18,2,0,0,Transient,False,241
Resort Hotel,2016,June,18,2,0,0,Transient,True,291
Resort Hotel,2016,June,18,2,0,0,Transient,False,241
Resort Hotel,2016,June,18,2,0,0,Transient,False,249
Resort Hotel,2016,June,18,2,0,0,Transient,False,249
Resort Hotel,2016,June,18,3,1,0,Transient,True,175
Resort Hotel,2016,June,18,1,0,0,Transient,False,143
Resort Hotel,2016,June,19,2,1,0,Transient,True,81
Resort Hotel,2016,June,19,1,0,0,Transient,False,267
Resort Hotel,2016,June,19,1,0,0,Transient,False,267
Resort Hotel,2016,June,19,2,0,0,Transient,True,163
Resort Hotel,2016,June,19,2,0,0,Transient,True,235
Resort Hotel,2016,June,19,2,0,0,Transient,True,128
Resort Hotel,2016,June,19,2,0,0,Transient,True,128
Resort Hotel,2016,June,19,2,0,0,Transient,True,128
Resort Hotel,2016,June,19,2,0,0,Transient,True,128
Resort Hotel,2016,June,19,3,1,0,Transient,True,185
Resort Hotel,2016,June,20,2,0,0,Transient,False,244
Resort Hotel,2016,June,20,2,0,0,Transient,True,177
Resort Hotel,2016,June,20,2,0,0,Transient,True,177
Resort Hotel,2016,June,20,2,0,0,Transient,True,177
Resort Hotel,2016,June,20,2,0,0,Transient,True,177
Resort Hotel,2016,June,20,2,0,0,Transient,True,191
Resort Hotel,2016,June,20,2,0,0,Transient,True,177
Resort Hotel,2016,June,20,2,0,1,Transient,False,271
Resort Hotel,2016,June,20,2,0,0,Transient,True,177
Resort Hotel,2016,June,20,2,0,0,Transient,True,177
Resort Hotel,2016,June,20,2,0,0,Transient,True,177
Resort Hotel,2016,June,20,2,0,0,Transient,True,177
Resort Hotel,2016,June,20,2,0,0,Transient,True,177
Resort Hotel,2016,June,20,2,0,1,Transient,True,167
Resort Hotel,2016,June,20,2,0,0,Transient,True,152
Resort Hotel,2016,June,20,2,0,0,Transient,True,152
Resort Hotel,2016,June,20,2,0,0,Contract,False,306
Resort Hotel,2016,June,20,2,0,0,Transient,True,216
Resort Hotel,2016,June,20,2,0,0,Contract,False,304
Resort Hotel,2016,June,21,2,0,0,Transient,False,294
Resort Hotel,2016,June,21,2,0,0,Transient,True,293
Resort Hotel,2016,June,21,2,0,0,Transient,True,293
Resort Hotel,2016,June,21,2,0,0,Transient,True,293
Resort Hotel,2016,June,21,2,0,0,Transient,True,293
Resort Hotel,2016,June,21,2,0,0,Transient,True,293
Resort Hotel,2016,June,21,1,0,0,Transient,True,203
Resort Hotel,2016,June,21,2,0,0,Transient,True,294
Resort Hotel,2016,June,21,2,0,0,Transient,True,309
Resort Hotel,2016,June,21,2,0,0,Transient,False,227
Resort Hotel,2016,June,21,2,0,0,Transient,True,155
Resort Hotel,2016,June,21,2,0,0,Transient,False,272
Resort Hotel,2016,June,21,2,0,0,Transient,True,167
Resort Hotel,2016,June,21,2,0,0,Transient,True,124
Resort Hotel,2016,June,21,2,0,0,Transient,True,242
Resort Hotel,2016,June,21,2,2,0,Transient,False,237
Resort Hotel,2016,June,21,2,2,0,Transient,False,237
Resort Hotel,2016,June,21,2,0,0,Transient,True,127
Resort Hotel,2016,June,21,2,0,0,Transient,False,235
Resort Hotel,2016,June,22,2,0,0,Transient-Party,True,247
Resort Hotel,2016,June,22,2,0,0,Transient-Party,False,322
Resort Hotel,2016,June,22,2,0,0,Transient-Party,False,322
Resort Hotel,2016,June,22,2,0,0,Transient-Party,False,253
Resort Hotel,2016,June,22,2,0,0,Transient-Party,False,322
Resort Hotel,2016,June,22,2,0,0,Transient-Party,False,322
Resort Hotel,2016,June,22,2,0,0,Transient-Party,False,322
Resort Hotel,2016,June,22,2,0,0,Transient-Party,False,322
Resort Hotel,2016,June,22,2,0,0,Transient-Party,False,322
Resort Hotel,2016,June,22,2,0,0,Transient-Party,False,322
Resort Hotel,2016,June,22,2,0,0,Transient-Party,False,253
Resort Hotel,2016,June,22,2,0,0,Transient-Party,False,322
Resort Hotel,2016,June,22,2,0,0,Transient-Party,False,322
Resort Hotel,2016,June,22,2,0,0,Transient-Party,False,253
Resort Hotel,2016,June,22,2,0,0,Transient-Party,False,253
Resort Hotel,2016,June,22,2,0,0,Transient-Party,False,322
Resort Hotel,2016,June,22,2,0,0,Transient-Party,False,322
Resort Hotel,2016,June,22,1,0,0,Transient-Party,False,247
Resort Hotel,2016,June,22,2,0,0,Transient-Party,False,322
Resort Hotel,2016,June,22,2,0,0,Transient-Party,False,253
Resort Hotel,2016,June,22,2,0,0,Transient-Party,False,322
Resort Hotel,2016,June,22,2,0,0,Transient-Party,False,322
Resort Hotel,2016,June,22,1,0,0,Transient-Party,False,322
Resort Hotel,2016,June,22,2,0,0,Transient-Party,False,322
Resort Hotel,2016,June,22,2,0,0,Transient-Party,False,322
Resort Hotel,2016,June,22,1,0,0,Transient,True,267
Resort Hotel,2016,June,22,1,0,0,Transient,True,267
Resort Hotel,2016,June,22,1,0,0,Transient,True,295
Resort Hotel,2016,June,22,1,0,0,Transient,True,295
Resort Hotel,2016,June,22,1,0,0,Transient-Party,False,322
Resort Hotel,2016,June,22,2,0,0,Transient,True,128
Resort Hotel,2016,June,22,2,0,0,Contract,True,155
Resort Hotel,2016,June,23,2,0,0,Transient,True,225
Resort Hotel,2016,June,23,2,0,0,Transient,True,225
Resort Hotel,2016,June,23,2,0,0,Transient,False,286
Resort Hotel,2016,June,23,2,0,0,Transient,True,131
Resort Hotel,2016,June,23,2,0,0,Transient,False,286
Resort Hotel,2016,June,23,2,0,0,Transient,False,262
Resort Hotel,2016,June,23,2,0,0,Transient,False,227
Resort Hotel,2016,June,24,2,0,0,Transient,True,284
Resort Hotel,2016,June,24,2,0,0,Transient,False,252
Resort Hotel,2016,June,24,2,2,0,Transient,True,294
Resort Hotel,2016,June,24,2,0,0,Contract,False,291
Resort Hotel,2016,June,24,2,0,0,Transient,False,232
Resort Hotel,2016,June,24,2,0,0,Contract,False,310
Resort Hotel,2016,June,24,2,0,0,Transient,False,232
Resort Hotel,2016,June,25,2,0,0,Transient,True,170
Resort Hotel,2016,June,25,2,0,0,Transient,True,170
Resort Hotel,2016,June,25,2,0,0,Transient,True,170
Resort Hotel,2016,June,25,2,0,0,Transient,True,75
Resort Hotel,2016,June,25,2,2,0,Transient,True,234
Resort Hotel,2016,June,25,2,2,0,Transient,True,127
Resort Hotel,2016,June,25,2,2,0,Transient,True,112
Resort Hotel,2016,June,25,2,0,0,Transient,False,229
Resort Hotel,2016,June,25,2,1,0,Transient,True,165
Resort Hotel,2016,June,25,2,0,0,Transient,True,226
Resort Hotel,2016,June,25,2,1,1,Transient,True,117
Resort Hotel,2016,June,25,2,0,0,Transient,True,196
Resort Hotel,2016,June,25,2,0,0,Transient,False,285
Resort Hotel,2016,June,25,3,1,0,Transient,False,241
Resort Hotel,2016,June,26,2,0,0,Transient,True,92
Resort Hotel,2016,June,26,2,0,0,Transient,True,92
Resort Hotel,2016,June,26,1,0,0,Transient,True,94
Resort Hotel,2016,June,26,2,0,0,Transient,True,90
Resort Hotel,2016,June,26,2,0,0,Transient,True,90
Resort Hotel,2016,June,26,2,2,0,Transient,True,123
Resort Hotel,2016,June,26,2,1,0,Transient,False,227
Resort Hotel,2016,June,26,2,0,0,Transient,True,172
Resort Hotel,2016,June,26,2,0,0,Transient,True,105
Resort Hotel,2016,June,26,2,0,2,Transient,True,116
Resort Hotel,2016,June,26,2,1,0,Transient,True,116
Resort Hotel,2016,June,26,2,0,0,Transient,True,105
Resort Hotel,2016,June,26,2,0,0,Transient,False,274
Resort Hotel,2016,June,27,2,0,0,Transient,True,167
Resort Hotel,2016,June,27,2,0,0,Transient,True,91
Resort Hotel,2016,June,27,2,0,0,Transient,True,198
Resort Hotel,2016,June,27,2,0,0,Transient,False,247
Resort Hotel,2016,June,27,1,0,0,Transient,True,172
Resort Hotel,2016,June,27,2,0,0,Transient,True,174
Resort Hotel,2016,June,27,2,0,0,Transient,True,174
Resort Hotel,2016,June,27,2,0,0,Transient,True,184
Resort Hotel,2016,June,27,2,0,0,Transient,False,240
Resort Hotel,2016,June,27,2,0,0,Transient,True,171
Resort Hotel,2016,June,27,3,0,0,Transient,False,290
Resort Hotel,2016,June,28,2,0,0,Transient,True,172
Resort Hotel,2016,June,28,2,0,0,Transient,False,244
Resort Hotel,2016,June,28,2,0,0,Transient,True,246
Resort Hotel,2016,June,28,2,0,0,Transient,True,174
Resort Hotel,2016,June,28,2,0,0,Transient,True,106
Resort Hotel,2016,June,28,2,0,0,Contract,False,241
Resort Hotel,2016,June,28,2,0,0,Contract,False,230
Resort Hotel,2016,June,28,1,0,0,Transient,False,237
Resort Hotel,2016,June,28,2,0,0,Transient,False,237
Resort Hotel,2016,June,28,2,3,0,Transient,True,266
Resort Hotel,2016,June,28,2,0,0,Transient,False,237
Resort Hotel,2016,June,28,2,0,0,Contract,False,314
Resort Hotel,2016,June,28,2,0,0,Transient,True,208
Resort Hotel,2016,June,28,2,0,0,Contract,False,295
Resort Hotel,2016,June,29,2,0,0,Transient,True,114
Resort Hotel,2016,June,29,2,0,0,Transient,True,166
Resort Hotel,2016,June,29,1,0,0,Transient,False,186
Resort Hotel,2016,June,29,2,0,0,Transient,False,186
Resort Hotel,2016,June,29,2,0,0,Transient,True,168
Resort Hotel,2016,June,30,2,2,0,Transient,True,78
Resort Hotel,2016,June,30,2,0,0,Transient,True,159
Resort Hotel,2016,June,30,2,1,0,Transient,True,201
Resort Hotel,2016,June,30,2,0,0,Contract,True,164
Resort Hotel,2016,July,1,3,1,0,Transient,True,68
Resort Hotel,2016,July,1,2,2,0,Transient,True,62
Resort Hotel,2016,July,1,2,2,0,Transient,True,255
Resort Hotel,2016,July,1,3,1,0,Transient,False,254
Resort Hotel,2016,July,1,2,0,1,Transient,True,178
Resort Hotel,2016,July,1,2,0,0,Transient,True,170
Resort Hotel,2016,July,1,2,0,0,Transient,True,220
Resort Hotel,2016,July,1,1,0,0,Transient,True,220
Resort Hotel,2016,July,1,2,0,0,Transient,True,301
Resort Hotel,2016,July,1,2,0,0,Transient,True,301
Resort Hotel,2016,July,1,2,0,0,Contract,False,304
Resort Hotel,2016,July,1,2,0,0,Contract,False,305
Resort Hotel,2016,July,1,2,0,0,Contract,True,164
Resort Hotel,2016,July,1,2,2,0,Transient,True,68
Resort Hotel,2016,July,1,2,0,0,Contract,False,305
Resort Hotel,2016,July,2,2,1,0,Transient,False,241
Resort Hotel,2016,July,2,2,0,0,Transient,True,170
Resort Hotel,2016,July,2,3,0,0,Transient,True,170
Resort Hotel,2016,July,2,2,0,0,Transient-Party,True,73
Resort Hotel,2016,July,2,2,0,0,Transient,True,189
Resort Hotel,2016,July,2,2,0,0,Transient,True,179
Resort Hotel,2016,July,2,2,0,0,Transient-Party,False,273
Resort Hotel,2016,July,2,1,0,0,Transient,True,179
Resort Hotel,2016,July,2,2,1,0,Transient,True,170
Resort Hotel,2016,July,2,2,0,0,Transient,True,171
Resort Hotel,2016,July,2,2,2,0,Transient,True,172
Resort Hotel,2016,July,2,2,0,0,Transient,True,264
Resort Hotel,2016,July,2,2,0,0,Transient,True,203
Resort Hotel,2016,July,2,2,0,0,Transient,False,248
Resort Hotel,2016,July,2,2,0,0,Transient,True,179
Resort Hotel,2016,July,2,2,0,0,Transient,False,236
Resort Hotel,2016,July,2,2,0,0,Transient,True,172
Resort Hotel,2016,July,2,2,0,0,Transient,True,138
Resort Hotel,2016,July,2,2,0,0,Transient,False,149
Resort Hotel,2016,July,2,2,0,0,Transient,True,138
Resort Hotel,2016,July,2,3,1,0,Transient,True,266
Resort Hotel,2016,July,2,2,0,0,Transient,True,138
Resort Hotel,2016,July,2,2,0,0,Transient,False,243
Resort Hotel,2016,July,2,2,0,0,Transient,True,178
Resort Hotel,2016,July,3,2,0,0,Transient,True,265
Resort Hotel,2016,July,3,2,0,1,Transient,True,152
Resort Hotel,2016,July,3,2,0,0,Contract,True,169
Resort Hotel,2016,July,3,2,0,1,Transient,True,265
Resort Hotel,2016,July,3,2,0,0,Transient,True,139
Resort Hotel,2016,July,3,2,0,0,Transient,True,139
Resort Hotel,2016,July,3,2,0,0,Transient,True,265
Resort Hotel,2016,July,3,2,0,0,Contract,True,167
Resort Hotel,2016,July,3,2,0,1,Transient,True,265
Resort Hotel,2016,July,3,2,0,0,Transient,True,314
Resort Hotel,2016,July,3,2,0,0,Contract,False,349
Resort Hotel,2016,July,3,2,0,0,Transient,True,208
Resort Hotel,2016,July,4,2,0,0,Transient,False,256
Resort Hotel,2016,July,4,2,2,0,Transient,False,317
Resort Hotel,2016,July,4,2,0,0,Transient,False,317
Resort Hotel,2016,July,4,2,0,0,Transient,True,166
Resort Hotel,2016,July,4,2,0,0,Transient,True,171
Resort Hotel,2016,July,4,2,0,0,Transient,True,166
Resort Hotel,2016,July,4,1,0,0,Transient,True,308
Resort Hotel,2016,July,4,2,0,0,Transient,False,166
Resort Hotel,2016,July,4,2,0,0,Contract,True,398
Resort Hotel,2016,July,4,2,0,0,Transient,False,166
Resort Hotel,2016,July,4,2,0,0,Contract,True,175
Resort Hotel,2016,July,4,2,0,0,Transient,True,261
Resort Hotel,2016,July,4,2,0,0,Transient,False,198
Resort Hotel,2016,July,4,2,0,0,Transient,False,255
Resort Hotel,2016,July,4,2,0,0,Transient,False,198
Resort Hotel,2016,July,5,2,1,0,Transient,True,211
Resort Hotel,2016,July,5,2,0,0,Contract,False,272
Resort Hotel,2016,July,5,2,0,0,Transient,True,172
Resort Hotel,2016,July,5,1,0,0,Contract,False,272
Resort Hotel,2016,July,5,2,0,0,Contract,False,272
Resort Hotel,2016,July,5,2,0,0,Contract,False,273
Resort Hotel,2016,July,5,2,0,0,Transient,False,283
Resort Hotel,2016,July,6,2,0,0,Transient,True,180
Resort Hotel,2016,July,6,2,0,0,Transient,False,317
Resort Hotel,2016,July,6,2,0,0,Transient,True,179
Resort Hotel,2016,July,6,3,0,0,Transient,False,292
Resort Hotel,2016,July,7,2,0,0,Transient,True,123
Resort Hotel,2016,July,7,2,0,0,Transient,False,240
Resort Hotel,2016,July,7,2,0,0,Transient,True,324
Resort Hotel,2016,July,7,2,0,0,Transient,True,178
Resort Hotel,2016,July,7,1,0,0,Transient,True,181
Resort Hotel,2016,July,7,2,0,0,Transient,True,259
Resort Hotel,2016,July,7,3,1,0,Transient,False,323
Resort Hotel,2016,July,8,2,0,0,Transient,True,144
Resort Hotel,2016,July,8,2,0,0,Transient,True,135
Resort Hotel,2016,July,8,2,2,0,Transient,False,272
Resort Hotel,2016,July,8,2,2,0,Transient,True,209
Resort Hotel,2016,July,8,2,0,0,Transient,True,309
Resort Hotel,2016,July,8,2,0,0,Transient,True,241
Resort Hotel,2016,July,8,2,0,0,Transient,True,147
Resort Hotel,2016,July,8,2,0,0,Transient,True,113
Resort Hotel,2016,July,8,2,0,0,Transient,True,191
Resort Hotel,2016,July,8,2,0,0,Transient,True,241
Resort Hotel,2016,July,8,2,0,0,Transient,True,142
Resort Hotel,2016,July,8,2,0,0,Transient,False,254
Resort Hotel,2016,July,9,2,0,0,Transient,True,180
Resort Hotel,2016,July,9,2,0,0,Transient,True,291
Resort Hotel,2016,July,9,2,0,0,Transient,True,180
Resort Hotel,2016,July,9,2,2,0,Transient,True,327
Resort Hotel,2016,July,9,2,0,0,Transient,True,185
Resort Hotel,2016,July,9,2,0,0,Transient,True,227
Resort Hotel,2016,July,9,2,0,0,Transient,True,180
Resort Hotel,2016,July,9,2,0,0,Transient,True,120
Resort Hotel,2016,July,9,2,0,0,Transient,True,127
Resort Hotel,2016,July,9,1,0,0,Transient,True,262
Resort Hotel,2016,July,9,2,0,0,Transient,False,290
Resort Hotel,2016,July,9,2,0,0,Transient,True,262
Resort Hotel,2016,July,9,2,0,0,Transient,True,262
Resort Hotel,2016,July,9,2,0,0,Transient,False,303
Resort Hotel,2016,July,9,2,0,0,Transient,True,207
Resort Hotel,2016,July,10,2,0,0,Contract,False,356
Resort Hotel,2016,July,10,2,0,0,Transient,False,292
Resort Hotel,2016,July,10,2,2,0,Transient,True,149
Resort Hotel,2016,July,10,2,0,0,Transient,True,146
Resort Hotel,2016,July,10,2,0,0,Transient,False,292
Resort Hotel,2016,July,10,2,0,0,Transient,False,292
Resort Hotel,2016,July,10,2,0,0,Transient,True,187
Resort Hotel,2016,July,10,2,0,0,Transient,True,146
Resort Hotel,2016,July,11,2,0,0,Transient,True,159
Resort Hotel,2016,July,11,2,0,0,Transient,True,133
Resort Hotel,2016,July,11,3,0,0,Transient,True,144
Resort Hotel,2016,July,11,2,2,0,Transient,False,276
Resort Hotel,2016,July,11,2,2,0,Transient,True,294
Resort Hotel,2016,July,11,2,0,0,Transient,True,273
Resort Hotel,2016,July,11,2,0,0,Transient,True,275
Resort Hotel,2016,July,11,2,0,0,Transient,True,103
